timestamp,open,high,low,close,volume
2021-01-03T05:00:00Z,33192.53000000,34180.00000000,33109.44000000,33758.67000000,10355.07031500
2021-01-03T06:00:00Z,33758.67000000,34110.05000000,33651.12000000,33967.13000000,4526.91097400
2021-01-03T07:00:00Z,33967.13000000,34778.11000000,33737.19000000,34452.34000000,7968.07402300
2021-01-03T08:00:00Z,34451.78000000,34670.41000000,33757.29000000,34367.68000000,6146.77411200
2021-01-03T09:00:00Z,34367.35000000,34588.88000000,33800.00000000,34190.55000000,6052.67897200
2021-01-03T10:00:00Z,34189.98000000,34350.00000000,33403.00000000,33877.96000000,6335.22664200
2021-01-03T11:00:00Z,33877.96000000,34450.00000000,33787.55000000,34413.53000000,4116.85314100
2021-01-03T12:00:00Z,34413.53000000,34600.00000000,33928.75000000,34103.72000000,4546.28348100
2021-01-03T13:00:00Z,34103.73000000,34385.02000000,33800.00000000,33880.00000000,4373.73837600
2021-01-03T14:00:00Z,33877.98000000,34150.00000000,33450.00000000,33811.54000000,5928.80556300
2021-01-03T15:00:00Z,33811.54000000,33873.45000000,32727.00000000,33506.62000000,8391.24975700
2021-01-03T16:00:00Z,33505.15000000,33822.69000000,32650.00000000,32676.74000000,7983.73912500
2021-01-03T17:00:00Z,32676.75000000,33333.33000000,32454.73000000,32909.27000000,7447.80916300
2021-01-03T18:00:00Z,32907.51000000,33031.57000000,32267.00000000,32769.76000000,4707.19994300
2021-01-03T19:00:00Z,32769.79000000,32930.00000000,32455.71000000,32772.21000000,2288.43941200
2021-01-03T20:00:00Z,32775.10000000,33816.00000000,32727.10000000,33726.21000000,5420.67818300
2021-01-03T21:00:00Z,33725.72000000,33861.92000000,33506.00000000,33558.34000000,2123.06799200
2021-01-03T22:00:00Z,33559.06000000,33661.10000000,33000.00000000,33119.14000000,2841.03309300
2021-01-03T23:00:00Z,33119.14000000,33600.00000000,32600.00000000,33000.05000000,5077.56059200
2021-01-04T00:00:00Z,33000.05000000,33111.44000000,32400.25000000,32843.88000000,4792.20683100
2021-01-04T01:00:00Z,32843.89000000,33327.00000000,32602.47000000,33191.04000000,3390.02387200
2021-01-04T02:00:00Z,33191.05000000,33588.00000000,32958.38000000,33454.22000000,3180.35078300
2021-01-04T03:00:00Z,33454.21000000,33510.71000000,33160.00000000,33505.16000000,3174.20913400
2021-01-04T04:00:00Z,33505.15000000,33600.00000000,33186.14000000,33257.55000000,3167.02927300
2021-01-04T05:00:00Z,33257.56000000,33315.90000000,32802.25000000,32813.01000000,3990.70088000
2021-01-04T06:00:00Z,32813.01000000,33408.00000000,32813.00000000,33100.02000000,4768.76492800
2021-01-04T07:00:00Z,33100.02000000,33148.69000000,31505.00000000,32068.84000000,9472.37682800
2021-01-04T08:00:00Z,32068.84000000,32567.88000000,31450.00000000,32045.14000000,6529.25324800
2021-01-04T09:00:00Z,32045.15000000,32152.15000000,30248.85000000,31038.63000000,11271.89653100
2021-01-04T10:00:00Z,31038.35000000,31227.33000000,28130.00000000,30270.76000000,19376.83117900
2021-01-04T11:00:00Z,30270.76000000,30900.20000000,29400.00000000,30743.06000000,9413.49006700
2021-01-04T12:00:00Z,30742.99000000,31434.07000000,30454.25000000,31219.02000000,8316.88082800
2021-01-04T13:00:00Z,31219.03000000,31400.00000000,30600.00000000,31400.00000000,5474.65478700
2021-01-04T14:00:00Z,31400.00000000,32167.93000000,31400.00000000,32113.68000000,7479.38358700
2021-01-04T15:00:00Z,32113.68000000,32185.67000000,31550.00000000,31745.72000000,5321.62025100
2021-01-04T16:00:00Z,31745.71000000,31920.00000000,30723.00000000,31320.31000000,8174.28578300
2021-01-04T17:00:00Z,31320.30000000,31523.01000000,30626.36000000,31024.17000000,4962.56272900
2021-01-04T18:00:00Z,31022.25000000,31465.44000000,31001.00000000,31165.16000000,3361.43987000
2021-01-04T19:00:00Z,31165.16000000,31855.75000000,31104.99000000,31665.51000000,3388.37222100
2021-01-04T20:00:00Z,31665.52000000,31830.95000000,31210.00000000,31244.97000000,2850.96308700
2021-01-04T21:00:00Z,31244.97000000,31579.00000000,30856.08000000,31014.27000000,3202.45612700
2021-01-04T22:00:00Z,31014.27000000,31474.78000000,30950.00000000,31332.05000000,1646.48413800
2021-01-04T23:00:00Z,31332.05000000,32031.01000000,31150.00000000,31988.71000000,4193.64872800
2021-01-05T00:00:00Z,31989.75000000,32853.38000000,31989.74000000,32430.49000000,7707.64341000
2021-01-05T01:00:00Z,32430.69000000,32796.00000000,32224.25000000,32786.06000000,4246.96065000
2021-01-05T02:00:00Z,32786.05000000,32828.26000000,32221.10000000,32306.64000000,3163.43004400
2021-01-05T03:00:00Z,32306.64000000,32536.09000000,31130.86000000,31200.00000000,5695.04449600
2021-01-05T04:00:00Z,31190.04000000,31538.45000000,30418.00000000,30858.98000000,7229.48636600
2021-01-05T05:00:00Z,30858.98000000,31366.16000000,29900.00000000,30436.25000000,6366.97612400
2021-01-05T06:00:00Z,30436.26000000,31270.43000000,29900.00000000,31123.25000000,6611.21073500
2021-01-05T07:00:00Z,31123.25000000,31312.03000000,30759.47000000,30817.77000000,2811.38395300
2021-01-05T08:00:00Z,30817.78000000,31522.19000000,30817.78000000,31192.09000000,3237.12095700
2021-01-05T09:00:00Z,31192.16000000,31821.94000000,31157.90000000,31569.63000000,3935.59797900
2021-01-05T10:00:00Z,31569.63000000,31687.11000000,31088.33000000,31345.77000000,3174.76039600
2021-01-05T11:00:00Z,31347.73000000,31777.00000000,31284.15000000,31776.66000000,2908.12176800
2021-01-05T12:00:00Z,31776.66000000,32057.13000000,31563.84000000,31585.01000000,4161.55133400
2021-01-05T13:00:00Z,31585.00000000,31900.00000000,31416.27000000,31460.01000000,2523.02316500
2021-01-05T14:00:00Z,31460.11000000,32375.07000000,31111.78000000,32342.33000000,5942.10285400
2021-01-05T15:00:00Z,32343.61000000,32374.31000000,31929.41000000,32099.98000000,3616.59901600
2021-01-05T16:00:00Z,32099.97000000,32670.00000000,31763.23000000,32469.90000000,4926.17161600
2021-01-05T17:00:00Z,32469.90000000,32790.00000000,32254.18000000,32742.73000000,3599.64571800
2021-01-05T18:00:00Z,32742.73000000,33433.55000000,32650.03000000,33372.84000000,6647.00992100
2021-01-05T19:00:00Z,33372.83000000,34187.09000000,33098.82000000,33697.75000000,8659.33850300
2021-01-05T20:00:00Z,33693.80000000,34044.13000000,33318.00000000,33969.17000000,5800.65390700
2021-01-05T21:00:00Z,33968.66000000,33996.03000000,33471.94000000,33699.63000000,3682.07415100
2021-01-05T22:00:00Z,33699.63000000,34360.00000000,33695.60000000,34183.42000000,4616.40333400
2021-01-05T23:00:00Z,34183.43000000,34284.91000000,33650.00000000,33949.53000000,4787.68664100
2021-01-06T00:00:00Z,33949.53000000,34107.59000000,33288.00000000,33918.01000000,6106.35192400
2021-01-06T01:00:00Z,33918.01000000,34018.93000000,33513.05000000,33811.28000000,3237.65935400
2021-01-06T02:00:00Z,33811.28000000,34135.84000000,33768.32000000,33873.30000000,3252.25455600
2021-01-06T03:00:00Z,33873.30000000,34170.00000000,33652.00000000,34117.59000000,3183.08804500
2021-01-06T04:00:00Z,34116.76000000,35766.58000000,34109.83000000,35325.91000000,12735.41762700
2021-01-06T05:00:00Z,35326.82000000,35590.00000000,34510.00000000,34978.91000000,5595.78367600
2021-01-06T06:00:00Z,34977.27000000,35229.10000000,34782.44000000,35125.51000000,3923.02640300
2021-01-06T07:00:00Z,35125.49000000,35248.63000000,34350.00000000,34676.40000000,3898.73728400
2021-01-06T08:00:00Z,34666.80000000,34950.77000000,34015.00000000,34594.28000000,5094.75919600
2021-01-06T09:00:00Z,34596.08000000,34607.69000000,33357.90000000,33919.50000000,5753.91297000
2021-01-06T10:00:00Z,33919.50000000,34550.00000000,33834.61000000,34417.36000000,3851.57425900
2021-01-06T11:00:00Z,34417.37000000,35200.00000000,34342.87000000,34918.53000000,6362.80414200
2021-01-06T12:00:00Z,34918.54000000,35088.00000000,34415.61000000,34929.87000000,4569.51466500
2021-01-06T13:00:00Z,34929.87000000,35050.00000000,34300.00000000,34550.00000000,4296.27233100
2021-01-06T14:00:00Z,34549.99000000,34593.50000000,34052.42000000,34213.46000000,5728.36809500
2021-01-06T15:00:00Z,34213.58000000,34790.00000000,34150.00000000,34566.19000000,4050.15684800
2021-01-06T16:00:00Z,34566.18000000,35076.42000000,34372.92000000,34612.41000000,6142.98629100
2021-01-06T17:00:00Z,34615.98000000,35057.81000000,34562.00000000,34898.52000000,3410.29344000
2021-01-06T18:00:00Z,34898.52000000,35245.00000000,34894.22000000,35215.75000000,3704.00848100
2021-01-06T19:00:00Z,35215.75000000,35695.00000000,34652.60000000,34816.72000000,5619.20776800
2021-01-06T20:00:00Z,34818.95000000,36250.00000000,34280.00000000,36015.88000000,10922.41272400
2021-01-06T21:00:00Z,36015.16000000,36470.00000000,35650.00000000,35874.16000000,7481.32434800
2021-01-06T22:00:00Z,35869.97000000,36379.99000000,35700.92000000,35989.63000000,2717.84739300
2021-01-06T23:00:00Z,35989.64000000,36939.21000000,35949.12000000,36769.36000000,5501.43949000
2021-01-07T00:00:00Z,36769.36000000,37287.63000000,36422.71000000,37150.66000000,6259.57897800
2021-01-07T01:00:00Z,37150.66000000,37227.61000000,36615.83000000,36871.47000000,4542.03973000
2021-01-07T02:00:00Z,36871.47000000,37087.01000000,36456.00000000,36962.37000000,4112.98100900
2021-01-07T03:00:00Z,36962.37000000,37699.00000000,36926.53000000,37454.48000000,4747.64690900
2021-01-07T04:00:00Z,37452.62000000,37550.00000000,37056.12000000,37450.95000000,4099.95384100
2021-01-07T05:00:00Z,37450.95000000,37700.80000000,37100.77000000,37347.20000000,4337.60029100
2021-01-07T06:00:00Z,37347.20000000,37439.75000000,36710.00000000,37130.84000000,4095.35114000
2021-01-07T07:00:00Z,37130.85000000,37338.72000000,36720.00000000,36859.85000000,3782.27688600
2021-01-07T08:00:00Z,36863.04000000,37350.00000000,36300.00000000,37217.55000000,5254.61020900
2021-01-07T09:00:00Z,37217.55000000,37500.99000000,36905.00000000,37492.69000000,4407.04559400
2021-01-07T10:00:00Z,37492.70000000,37500.00000000,36920.00000000,37045.45000000,3236.82271800
2021-01-07T11:00:00Z,37045.45000000,37913.72000000,37038.97000000,37822.09000000,4315.49039700
2021-01-07T12:00:00Z,37825.64000000,38200.00000000,37518.00000000,37941.36000000,6363.35906900
2021-01-07T13:00:00Z,37941.37000000,38429.00000000,37900.00000000,38161.60000000,5364.34606600
2021-01-07T14:00:00Z,38161.60000000,38644.76000000,38079.02000000,38453.97000000,5516.63370100
2021-01-07T15:00:00Z,38450.51000000,38970.42000000,38062.75000000,38970.42000000,5401.36264100
2021-01-07T16:00:00Z,38970.41000000,39500.00000000,38921.49000000,39120.01000000,8054.61611400
2021-01-07T17:00:00Z,39120.01000000,39775.00000000,39101.36000000,39732.92000000,4853.72990500
2021-01-07T18:00:00Z,39732.92000000,40365.00000000,36500.00000000,38948.48000000,16920.67287100
2021-01-07T19:00:00Z,38907.58000000,39236.12000000,37493.52000000,39062.00000000,9539.54129200
2021-01-07T20:00:00Z,39061.99000000,39199.33000000,38352.88000000,39109.38000000,4364.13361200
2021-01-07T21:00:00Z,39111.34000000,39882.07000000,38908.11000000,39687.11000000,4533.61478900
2021-01-07T22:00:00Z,39687.11000000,39969.00000000,39150.00000000,39665.92000000,2855.62721000
2021-01-07T23:00:00Z,39666.00000000,39680.54000000,38541.38000000,39432.28000000,5866.66546500
2021-01-08T00:00:00Z,39432.48000000,39699.87000000,38793.23000000,38793.23000000,3387.17488900
2021-01-08T01:00:00Z,38793.24000000,39000.00000000,37800.00000000,38681.37000000,5775.38926500
2021-01-08T02:00:00Z,38681.38000000,38692.83000000,36500.00000000,37181.74000000,9364.24713500
2021-01-08T03:00:00Z,37181.74000000,38460.13000000,37068.40000000,38347.10000000,5036.74691800
2021-01-08T04:00:00Z,38347.11000000,38949.97000000,38155.61000000,38668.92000000,5126.66640200
2021-01-08T05:00:00Z,38668.92000000,38700.00000000,37895.00000000,37975.25000000,4384.15874300
2021-01-08T06:00:00Z,37980.53000000,38685.13000000,37563.92000000,38537.94000000,3989.76181500
2021-01-08T07:00:00Z,38538.99000000,39143.80000000,38280.16000000,38930.55000000,4177.46546000
2021-01-08T08:00:00Z,38929.56000000,38985.06000000,38414.70000000,38648.95000000,3277.73807000
2021-01-08T09:00:00Z,38648.96000000,39374.22000000,38222.00000000,39358.34000000,3995.80383300
2021-01-08T10:00:00Z,39358.99000000,41057.79000000,39220.00000000,40721.45000000,10298.22132600
2021-01-08T11:00:00Z,40722.71000000,41500.45000000,40345.39000000,41286.67000000,9286.54999900
2021-01-08T12:00:00Z,41286.67000000,41785.90000000,40857.37000000,41316.91000000,7590.27892700
2021-01-08T13:00:00Z,41318.03000000,41641.83000000,40700.00000000,41311.18000000,5331.45266600
2021-01-08T14:00:00Z,41313.24000000,41564.72000000,40970.22000000,41454.13000000,3918.18065100
2021-01-08T15:00:00Z,41454.13000000,41950.00000000,39777.00000000,40829.08000000,12863.95161700
2021-01-08T16:00:00Z,40829.07000000,41600.00000000,40359.67000000,41303.42000000,6293.05875900
2021-01-08T17:00:00Z,41303.41000000,41556.19000000,40888.88000000,41009.07000000,3675.20465500
2021-01-08T18:00:00Z,41009.08000000,41153.00000000,39800.00000000,39920.39000000,6673.74778200
2021-01-08T19:00:00Z,39920.67000000,40700.00000000,39900.35000000,40365.09000000,3881.07246400
2021-01-08T20:00:00Z,40365.09000000,40500.00000000,38888.00000000,39059.15000000,9598.07354700
2021-01-08T21:00:00Z,39062.88000000,40116.37000000,38652.00000000,40075.82000000,6171.36420800
2021-01-08T22:00:00Z,40075.82000000,40785.00000000,39740.95000000,40674.45000000,3008.04856300
2021-01-08T23:00:00Z,40672.02000000,40937.77000000,40465.76000000,40582.81000000,2685.59980500
2021-01-09T00:00:00Z,40586.96000000,40976.13000000,39980.27000000,40283.56000000,4382.25498300
2021-01-09T01:00:00Z,40286.09000000,40321.92000000,39710.00000000,40198.56000000,4543.73605600
2021-01-09T02:00:00Z,40196.51000000,40561.97000000,39500.00000000,39973.00000000,3032.04654100
2021-01-09T03:00:00Z,39973.00000000,40376.69000000,39709.61000000,40211.59000000,1917.78678000
2021-01-09T04:00:00Z,40209.91000000,40490.00000000,39805.03000000,40206.44000000,1976.48437300
2021-01-09T05:00:00Z,40206.43000000,40206.43000000,39154.48000000,39295.37000000,3025.04162500
2021-01-09T06:00:00Z,39293.41000000,39627.11000000,38888.00000000,38984.86000000,4352.60593700
2021-01-09T07:00:00Z,38978.46000000,39692.00000000,38720.00000000,39638.61000000,3109.88920900
2021-01-09T08:00:00Z,39639.21000000,40254.42000000,39290.86000000,40172.14000000,3081.99328900
2021-01-09T09:00:00Z,40167.54000000,40790.00000000,40164.03000000,40348.35000000,3653.41544700
2021-01-09T10:00:00Z,40348.36000000,40800.00000000,40105.51000000,40376.03000000,3130.35655800
2021-01-09T11:00:00Z,40376.03000000,41237.44000000,40256.73000000,40565.77000000,4682.99124700
2021-01-09T12:00:00Z,40565.77000000,40912.48000000,40410.01000000,40874.99000000,2732.20120400
2021-01-09T13:00:00Z,40874.99000000,41222.00000000,40679.10000000,41051.65000000,3818.65745000
2021-01-09T14:00:00Z,41051.66000000,41380.00000000,40700.00000000,40819.01000000,3867.78119200
2021-01-09T15:00:00Z,40819.01000000,40953.00000000,40200.00000000,40525.15000000,3364.43316400
2021-01-09T16:00:00Z,40525.16000000,40649.96000000,39869.00000000,39995.10000000,3942.09517300
2021-01-09T17:00:00Z,39995.09000000,40586.87000000,39985.45000000,40421.40000000,2205.65303100
2021-01-09T18:00:00Z,40421.40000000,40800.00000000,40417.36000000,40650.01000000,2109.16468000
2021-01-09T19:00:00Z,40650.00000000,40880.00000000,40469.40000000,40665.91000000,1864.14249300
2021-01-09T20:00:00Z,40665.91000000,40781.69000000,40050.00000000,40606.22000000,3330.65176500
2021-01-09T21:00:00Z,40610.35000000,40755.00000000,40483.17000000,40718.80000000,2433.80943000
2021-01-09T22:00:00Z,40718.81000000,40743.47000000,40120.00000000,40281.09000000,1973.25228700
2021-01-09T23:00:00Z,40283.73000000,40415.01000000,39928.91000000,40088.22000000,3255.53576100
2021-01-10T00:00:00Z,40088.22000000,40736.76000000,40087.15000000,40581.48000000,2697.15194400
2021-01-10T01:00:00Z,40581.48000000,41350.00000000,40450.05000000,41141.56000000,4299.15250200
2021-01-10T02:00:00Z,41141.55000000,41145.21000000,40814.04000000,40945.28000000,2353.85274600
2021-01-10T03:00:00Z,40942.75000000,40991.20000000,40250.00000000,40316.64000000,2477.28851200
2021-01-10T04:00:00Z,40320.67000000,40602.29000000,40050.00000000,40342.46000000,2786.99680900
2021-01-10T05:00:00Z,40342.46000000,40665.23000000,40260.00000000,40451.84000000,2044.47910700
2021-01-10T06:00:00Z,40451.74000000,41073.26000000,40350.00000000,40904.50000000,2194.91295100
2021-01-10T07:00:00Z,40904.50000000,41066.62000000,40660.88000000,40978.57000000,2143.46227300
2021-01-10T08:00:00Z,40978.57000000,41033.00000000,40555.00000000,40798.29000000,2415.93133500
2021-01-10T09:00:00Z,40798.30000000,41060.00000000,40732.00000000,40768.48000000,2642.95874700
2021-01-10T10:00:00Z,40768.30000000,40850.00000000,40000.00000000,40429.20000000,5145.08674100
2021-01-10T11:00:00Z,40429.19000000,40429.56000000,38888.00000000,39181.76000000,8619.31148000
2021-01-10T12:00:00Z,39175.09000000,39777.77000000,38450.00000000,39538.57000000,6929.93683900
2021-01-10T13:00:00Z,39538.56000000,40126.00000000,39426.59000000,39800.90000000,3799.31660300
2021-01-10T14:00:00Z,39800.89000000,39847.26000000,39247.54000000,39431.59000000,3199.91402300
2021-01-10T15:00:00Z,39431.58000000,39934.76000000,39062.91000000,39671.81000000,3219.50221900
2021-01-10T16:00:00Z,39671.82000000,39757.55000000,39186.16000000,39234.29000000,2904.11345600
2021-01-10T17:00:00Z,39232.76000000,39388.20000000,37200.00000000,38571.86000000,12879.62069600
2021-01-10T18:00:00Z,38571.95000000,38778.00000000,37675.30000000,38109.68000000,6090.67144700
2021-01-10T19:00:00Z,38106.11000000,38536.65000000,37111.00000000,37456.77000000,4232.50255500
2021-01-10T20:00:00Z,37472.40000000,37793.50000000,35111.11000000,37718.88000000,18938.32980400
2021-01-10T21:00:00Z,37727.29000000,38288.17000000,37525.22000000,38055.30000000,7661.05957300
2021-01-10T22:00:00Z,38052.58000000,39000.00000000,37852.09000000,38428.23000000,4739.66852100
2021-01-10T23:00:00Z,38429.85000000,38692.79000000,37935.92000000,38150.02000000,3794.32362000
2021-01-11T00:00:00Z,38150.02000000,38264.74000000,36501.00000000,37192.10000000,7568.89448700
2021-01-11T01:00:00Z,37192.10000000,37824.00000000,36700.09000000,37237.66000000,4215.99647000
2021-01-11T02:00:00Z,37237.67000000,37411.00000000,36123.45000000,36363.94000000,6796.57306400
2021-01-11T03:00:00Z,36363.93000000,36697.97000000,33600.00000000,35438.23000000,18753.36008200
2021-01-11T04:00:00Z,35438.23000000,35999.95000000,34300.00000000,35544.00000000,9555.24165800
2021-01-11T05:00:00Z,35542.92000000,35924.19000000,34500.18000000,34904.73000000,7098.49713400
2021-01-11T06:00:00Z,34904.73000000,34904.73000000,32550.00000000,32872.63000000,15763.14870700
2021-01-11T07:00:00Z,32843.26000000,34739.98000000,32538.00000000,34375.34000000,12674.17128100
2021-01-11T08:00:00Z,34372.25000000,35919.86000000,34101.01000000,35430.00000000,8456.95988000
2021-01-11T09:00:00Z,35430.00000000,35788.06000000,34800.00000000,35765.98000000,5625.53336200
2021-01-11T10:00:00Z,35765.98000000,36360.00000000,35238.01000000,35367.60000000,6245.55977000
2021-01-11T11:00:00Z,35368.81000000,35471.00000000,34020.00000000,34198.56000000,7167.26663200
2021-01-11T12:00:00Z,34198.55000000,35110.00000000,33308.01000000,34275.64000000,9904.29308300
2021-01-11T13:00:00Z,34273.49000000,34450.00000000,32700.00000000,32813.71000000,12794.35086900
2021-01-11T14:00:00Z,32808.92000000,33770.11000000,31115.00000000,33299.12000000,23220.78262900
2021-01-11T15:00:00Z,33291.56000000,33679.74000000,31415.90000000,31580.00000000,11202.31877200
2021-01-11T16:00:00Z,31582.82000000,32250.00000000,30420.00000000,31777.19000000,20017.08514800
2021-01-11T17:00:00Z,31771.77000000,33585.17000000,30701.80000000,32839.87000000,16685.08091700
2021-01-11T18:00:00Z,32848.96000000,33300.00000000,32432.32000000,32562.10000000,7184.91161600
2021-01-11T19:00:00Z,32562.10000000,32737.40000000,31215.00000000,32254.62000000,7289.18436100
2021-01-11T20:00:00Z,32254.63000000,33465.48000000,31408.07000000,33409.80000000,8540.91364700
2021-01-11T21:00:00Z,33410.75000000,34466.00000000,33076.05000000,33968.09000000,9804.01167300
2021-01-11T22:00:00Z,33962.22000000,34892.74000000,33650.00000000,34359.07000000,5403.70363100
2021-01-11T23:00:00Z,34361.16000000,35638.55000000,34361.16000000,35404.47000000,9188.29941400
2021-01-12T00:00:00Z,35410.37000000,35547.19000000,34287.34000000,34929.98000000,6612.03638100
2021-01-12T01:00:00Z,34929.99000000,35457.00000000,33880.00000000,34289.30000000,5087.44237000
2021-01-12T02:00:00Z,34289.30000000,34623.87000000,33677.03000000,34399.99000000,4906.32950600
2021-01-12T03:00:00Z,34400.00000000,34998.94000000,34182.24000000,34984.96000000,3550.25392100
2021-01-12T04:00:00Z,34984.95000000,35326.42000000,34520.69000000,35287.67000000,4020.85751400
2021-01-12T05:00:00Z,35284.05000000,35889.00000000,34971.24000000,35882.68000000,5053.27595400
2021-01-12T06:00:00Z,35882.68000000,36348.00000000,35720.43000000,35993.93000000,6584.65752400
2021-01-12T07:00:00Z,35998.56000000,36628.00000000,35617.67000000,36413.60000000,6162.13428600
2021-01-12T08:00:00Z,36413.60000000,36499.98000000,35587.86000000,35773.24000000,5138.33768500
2021-01-12T09:00:00Z,35773.23000000,36150.67000000,35370.21000000,35925.76000000,3783.31674300
2021-01-12T10:00:00Z,35925.76000000,36150.71000000,34757.00000000,35085.77000000,6437.92750600
2021-01-12T11:00:00Z,35085.76000000,35841.01000000,35084.92000000,35410.99000000,4770.00225200
2021-01-12T12:00:00Z,35410.99000000,35688.82000000,34850.00000000,35014.75000000,4399.50968300
2021-01-12T13:00:00Z,35012.96000000,35399.70000000,33250.00000000,33291.06000000,10038.22509500
2021-01-12T14:00:00Z,33286.00000000,34064.25000000,32531.00000000,33426.47000000,11811.35594900
